Beschreibung,Datum,File,Kontakt,Ort,Sonstiges,TITLE,URL,Veranstalter,New_Date,Year,Month,Day
,So 31.12.2006 14:00 - 15:30,304.html,"Mirjam Matti, Kommunikation Präsenz Schweiz, Tel. 031 325 07 46",Medienzentrum Bern,,Schweizer Teilnahme an der Weltausstellung Expo 2008 in Zaragoza,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-304.html,Präsenz Schweiz,2006-12-31,2006,12,31
Themen: Patentrecht Opferhilfegesetz Zivilprozessordnung,Fr 16.02.2007 13:00,305.html,,Medienzentrum Bern,,Point de presse,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-305.html,RK/CAJ,2007-02-16,2007,2,16
"Medienkonferenz zum Thema: Europäische Umfrage über die Arbeitsbedingungen - erster Überblick aus Sicht der Schweiz (sog. ""Dublin-Studie"")",Di 03.04.2007 10:00 - 11:30,306.html,"Rita Baldegger, Leiterin Kommunikation SECO, Tel. 031 323 37 90",Medienzentrum Bern,"Attachments Einladung an die Medien (PDF, 1 MB)",Arbeitsbedingungen in der Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-306.html,Staatssekretariat für Wirtschaft,2007-04-03,2007,4,3
,Fr 25.05.2007 10:00 - 13:00,308.html,"Patrick Jecklin, Leiter Kommunikation BPV, Tel. 031 325 01 65",Hauptbahnhof Zürich Zürich,"Attachments Einladung an die Medien (PDF, 515 kB)",Jahresmedienkonferenz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-308.html,Bundesamt für Privatversicherungen,2007-05-25,2007,5,25
"Podiumsveranstaltung der Kantone Basel-Stadt, Basel-Landschaft, Bern, Neuenburg, Genf und Jura",Di 13.03.2007 19:00 - 20:30,309.html,"Staatskanzlei Basel-Stadt, Tel. 061 267 86 54, E-Mail: info@bs.ch",Hotel Bellevue Palace Bern,"Attachments Einladung an die Medien (PDF, 57 kB)",Innovationsschutz: Schub oder Bremse für Wachstum und Wohlstand?,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-309.html,Regierungsrat des Kantons Basel-Stadt,2007-03-13,2007,3,13
Auf dem Weg nach Zaragoza: Die Schweiz im Zusammenhang mit dem America's Cup in Valencia und an der Weltausstellung Expo Zaragoza 2008,Mi 14.03.2007 14:00 - 15:30,313.html,"Mirjam Matti, Kommunikation Präsenz Schweiz, Tel. 031 325 07 46",Medienzentrum Bern,,Auf dem Weg nach Zaragoza,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-313.html,Präsenz Schweiz,2007-03-14,2007,3,14
Mediengespräch: Präsentation des PREGO-Berichtes an den Bundesrat,Mo 26.02.2007 10:00 - 11:45,315.html,"Tobias Koenen, Lacher-Dumas Communications AG, Tel. direkt 044 386 40 56, mailto:prego@lacher-dumas.com",Medienzentrum Bern,"Attachments Einladung an die Medien (PDF, 33 kB)",Projekt Raum- und Regionalentwicklung Gotthard (PREGO),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-315.html,PREGO,2007-02-26,2007,2,26
"Rundgang für die Medien Nationalratspräsidentin Christine Egerszegi und Ständeratspräsident Peter Bieri führen durch die Ausstellung ""Bundesplatz 3""",Mo 19.03.2007 09:00 - 11:00,317.html,"Andreas Blaser, Parlamentsdienste, Tel. 031 322 97 20 Andreas Schilter, Polit-Forum des Bundes, Tel. 031 322 27 84",Käfigturm Bern,,"""Bundesplatz 3 - Die Ausstellung zu den Wahlen 2007""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-317.html,Parlamentsdienste und Polit-Forum des Bundes,2007-03-19,2007,3,19
Medienkonferenz,Di 06.03.2007 14:00 - 15:00,318.html,"Claudine Godat, Mediensprecherin SP Schweiz, Tel. 031 329 69 82",Medienzentrum Bern,,Warum Frauen SP wählen,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-318.html,SP Schweiz,2007-03-06,2007,3,6
Gemeinsame Stellungnahme der Jungparteien zum Bau von Gaskraftwerken / Vorstellungen der Jungparteien über die Energiezukunft Schweiz Junge CVP Schweiz / Jungfreisinnige Schweiz / Junge Grüne Schweiz / Junge SVP Schweiz / Jungsozialist/innen Schweiz,Fr 23.02.2007 11:00,319.html,"Pascal Kalbermatten, Junge CVP Schweiz, Tel. 078 749 09 17",Käfigturm - Polit-Forum des Bundes Bern,,Jungparteien zur Energiezukunft der Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-319.html,Jungparteien,2007-02-23,2007,2,23
Medienkonferenz,Di 03.04.2007 14:00 - 15:30,320.html,"Sabina Schwarzenbach, Kommunikation Pro Helvetia, 044 267 71 39",Käfigturm - Polit-Forum des Bundes Bern,,"Prämierung Wettbewerb ""echos - Volkskultur für morgen""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-320.html,Pro Helvetia,2007-04-03,2007,4,3
Presseinformation,Di 13.03.2007 14:00 - 15:00,322.html,"Theo Wyler, Schweizer Museumspass, Tel. 044 389 84 56 Bei kurzfristigen Anmeldungen: Thomas Bürgisser, Schweizer Museumspass, Tel. 078 871 49 37","Kunstmuseum Bern, Hodlerstrasse 12 Bern","Attachments Einladung an die Medien (PDF, 18 kB) Anmeldeformular (PDF, 23 kB)",10 Jahre Museumspass,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-322.html,Schweizer Museumspass,2007-03-13,2007,3,13
Medienkonferenz,Mo 05.03.2007 10:30,324.html,"Dieter Leutwyler, Pressesprecher EFD, 031 322 60 33",Bernerhof Bern,,IWF: Artikel-IV-Konsultation,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-324.html,Eidgenössisches Finanzdepartement,2007-03-05,2007,3,5
Entbündelung der letzten Meile Erneuerung der GSM-Konzessionen Konsumentenschutz bei telefonischem Anbieterwechsel (Preselection),Do 22.03.2007 09:30,325.html,"Peter Bär, Kommissionssekretär, Tel. 031 323 52 90, peter.baer@comcom.admin.ch","Hotel Widder, Rennweg 7 Zürich","Attachments Einladung an die Medien (PDF, 40 kB)",Medienkonferenz der ComCom,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-325.html,Eidgenössische Kommunikationskommission ComCom,2007-03-22,2007,3,22
(In französischer Sprache. Medienkonferenz auf Deutsch findet um 09.30 Uhr in Zürich statt.),Do 22.03.2007 14:30,326.html,"Peter Bär, Secrétaire de la commission, tél. 031 323 52 90, peter.baer@comcom.admin.ch","Hôtel Lausanne Palace, Grand Chêne 7-9 Lausanne",,Medienkonferenz der ComCom,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-326.html,Eidgenössische Kommunikationskommission ComCom,2007-03-22,2007,3,22
"Medienkonferenz Preisbekanntgabeverordnung und Präsentation der neuen Broschüre ""Wegleitung für die Praxis""",Fr 27.04.2007 10:00 - 11:30,327.html,"Rita Baldegger, Leiterin Kommunikation SECO, Tel. 031 323 37 90",Medienzentrum Bern,"Attachments Einladung an die Medien (PDF, 1 MB)",Preisbekanntgabeverordnung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-327.html,Staatssekretariat für Wirtschaft,2007-04-27,2007,4,27
"Die DDS sind ein Gemeinschaftswerk des Bundesarchivs und des Eidg. Departements für auswärtige Angelegenheiten sowie der Schweizerischen Akademie für Geistes- und Sozialwissenschaften. In den DDS werden relevante Dokumente der jüngeren Schweizer Aussenpolitik publiziert und kommentiert. Leitung: Prof. Dr. Hans-Ulrich Jost, Universität Lausanne",Mo 26.03.2007 11:00 - 12:00,330.html,"Dr. Beat Immenhauser, Wissenschaftlicher Mitarbeiter SAGW, Tel. 031 313 14 40",Medienzentrum Bern,Links Diplomatische Dokumente der Schweiz,Veröffentlichung von Bd. 21 der Diplomatischen Dokumente der Schweiz (DDS),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-330.html,BAR/EDA/SAGW,2007-03-26,2007,3,26
Medienkonferenz mit Herrn Bundesrat Samuel Schmid,Fr 30.03.2007 09:30 - 11:00,331.html,"Christoph Neuhaus, Kommunikationsverantwortlicher, Projektorganisation Öffentliche Hand UEFA EURO 08, Tel. 031 325 88 41",Medienzentrum Bern,"Attachments Einladung an die Medien (PDF, 32 kB)",Nationales Sicherheitskonzept Schweiz für die UEFA EURO 2008,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-331.html,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",2007-03-30,2007,3,30
Medienkonferenz,Di 20.03.2007 14:00 - 15:00,333.html,"Hans Hartmann, Co-Leiter Abteilung Kommunikation und Kampagnen, Unia Zentralsekretariat, Tel. 031 350 23 72",Hotel Kreuz Bern,,Wirtschaft boomt: Jetzt müssen die Löhne rauf!,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-333.html,Gewerkschaft UNIA,2007-03-20,2007,3,20
Pressekonferenz Details folgen,Fr 04.05.2007 10:15 - 11:30 Abgesagt,335.html,"Alexander Rödiger, Merck Sharp&Dohme-Chibret AG (MSD), Tel. 044 828 71 11",Käfigturm - Polit-Forum des Bundes Bern,,Gesundheitskompetenz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-335.html,Gesundheitsförderung Schweiz,2007-05-04,2007,5,4
,Sa 31.03.2007 10:15,336.html,"Christian Weber, Pressechef FDP Schweiz, Tel. 031 320 35 35",Winterthur,,Delegiertenversammlung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-336.html,FDP Schweiz,2007-03-31,2007,3,31
Medienkonferenz,Mo 12.03.2007 11:30 - 12:00,337.html,"Marianne Binder, CVP Schweiz, 079 686 01 31",Medienzentrum Bern,,Position der CVP Schweiz zum Cassis-de-Dijon-Prinzip,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-337.html,CVP Schweiz,2007-03-12,2007,3,12
"Änderung des Bundesgesetztes über die Invalidenversicherung: 5. IV-Revision Medienkonferenz mit Bundesrat Pascal Couchepin, Yves Rossier (Direktor des Bundesamtes für Sozialversicherungen BSV) und Alard du Bois-Reymond (Vizedirektor BSV)",Mo 19.03.2007 10:00 - 11:00,348.html,"Jean-Marc Crevoisier, Kommunikationschef EDI, Tel. 031 322 80 16",Medienzentrum Bern,,Volksabstimmung vom 17. Juni 2007,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-348.html,Eidgenössisches Departement des Innern (EDI),2007-03-19,2007,3,19
,Di 27.03.2007 10:00 - 12:30,349.html,"Jean-Blaise Defago, Chef Kommunikation VBS, Tel. 031 324 50 82",Waffenplatz Thun Thun,"Attachments Einladung an die Medien (PDF, 69 kB)",Präsentation des Rüstungsprogramms 2007,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-349.html,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",2007-03-27,2007,3,27
"Landnutzung und biologische Vielfalt in den Alpen: Fakten, Perspektiven, Empfehlungen (NFP 48)",Di 29.05.2007 10:15 - 11:15,350.html,"Monika Risse, Presse- und Informationsdienst SNF, Tel. 031 308 23 74, mailto:mrisse-aebi@snf.ch",Medienzentrum Bern,,Medienkonferenz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-350.html,Schweizerischer Nationalfonds (SNF),2007-05-29,2007,5,29
"Bilanzmedienkonferenz mit: Thierry Lalive d'Epinay, Präsident des Verwaltungsrates Andreas Meyer, CEO Claude Alain Dulex, Leiter Finanzen",Mi 04.04.2007 09:30,353.html,"Danni Härry, Pressechef SBB, Tel. 051 220 41 11","Swissôtel Zürich, Am Marktplatz Oerlikon Schulstrasse 44 8050 Zürich","Attachments Einladung an die Medien (PDF, 204 kB) Anmeldeformular (PDF, 508 kB)",SBB Bilanz 2006,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-353.html,Schweizerische Bundesbahnen SBB,2007-04-04,2007,4,4
"Jahreskongress in Morgins (Wallis), Samstag/Sonntag, 17./18. März 2007",Sa 17.03.2007,354.html,,1875 Morgins,,Jahreskongress,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-354.html,Jungfreisinnige Schweiz,2007-03-17,2007,3,17
Neuordnung der privaten Radio- und TV-Landschaft: Versorgungsgebiete und Leistungsaufträge Wie weiter bei der Öffnung der letzten Meile? Stand des Telekommunikationsmarktes Schweiz,Mi 11.07.2007,355.html,"Pressestelle BAKOM, Tel. 032 327 55 50, mailto:media@bakom.admin.ch Service de presse OFCOM, tél. 032 327 55 50, mailto:media@bakom.admin.ch","Bundesamt für Kommunikation, Zukunftstrasse 44 Office fédéral de la communication, Rue de l'Avenir 44 2501 Biel-Bienne",,Mediengespräch,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-355.html,Bundesamt für Kommunikation,2007-07-11,2007,7,11
,Di 20.03.2007 16:00,357.html,"Informationsdienst EFD, 031 322 60 33",Medienzentrum Bern,,Point de presse,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-357.html,Eidgenössisches Finanzdepartement,2007-03-20,2007,3,20
"3-tägiger Kurs (jeweils 8., 15. und 22.3.2007). Dieser Kurs ist an Personen gerichtet, die mit Raumplanungsfragen zu tun haben, mit ihrem Tätigkeitsgebiet aber noch wenig vertraut sind. Geeignet ist er auch für neu gewählte Gemeinderatsmitglieder oder Mitglieder von Bau- und Planungskommissionen.",Mi 01.11.2006,360.html,"Schweizerische Vereinigung für Landesplanung VLP-ASPAN, Seilerstrasse 22, 3011 Bern, Tel. +41 (0)31 380 76 76, Fax +41 (0)31 380 76 77, E-Mail: tagung@vlp-aspan.ch",Zofingen AG,Links www.vlp-aspan.ch,Einführungskurs in die Raumplanung (3. Teil),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-360.html,Schweizerische Vereinigung für Landesplanung VLP-ASPAN,2006-11-01,2006,11,1
"Lors de cette journée d'étude, la revalorisation des centres des localités et des quartiers doit faire l'objet d'une approche globale. Il sera démontré aux communes qu'elles n'arriveront à des résultats satisfaisants que si elles ont recours à un concept général dans lequel est intégré l'aspect planificateur, architectonique, économique, mais aussi celui touchant à la société et à la protection des sites construits. Avant d'agir, une commune doit avant tout réfléchir à ce qu'elle veut dans son centre et à quoi devra ressembler ce dernier à l'avenir.",Mi 21.03.2007,361.html,"Association suisse pour l'aménagement national VLP-ASPAN, Seilerstrasse 22, 3011 Berne, tél. +41 (0)31 380 76 76, fax +41 (0)31 380 76 77, E-mail: journee@vlp-aspan.ch",Delémont,Links www.vlp-aspan.ch,Revalorisation des centres des localités,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-361.html,Association suisse pour l'aménagement national VLP-ASPAN,2007-03-21,2007,3,21
"Der Workshop findet im Rahmen des CIPRA-Projekts «Zukunft in den Alpen» gemeinsam mit «Fortbildung Wald und Landschaft» statt. Die Veranstaltung will Wissen, Erfahrungen und Instrumente für die optimale und wirkungsvolle Einbringung von Wald und Holz in die regionalen Kreisläufe vermitteln.",Do 29.03.2007 08:45 - 16:30,362.html,,Brig,Links www.fowala.ch,Workshop «Der Sektor Wald in der Regionalpolitik - Optionen für eine nachhaltige Entwicklung im Alpenraum»,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-362.html,"CIPRA, Fortbildung Wald und Landschaft",2007-03-29,2007,3,29
Die eintägige Einführung in die Verkehrsplanung wird als Ergänzung zu den Einführungskursen in die Raumplanung konzipiert und in Zusammenarbeit mit der Vereinigung Schweizerischer Verkehrsingenieure SVI durchgeführt. Anmeldeschluss: 8. März 2007,Do 29.03.2007 09:15 - 16:45,364.html,"Tel. +41 (0)31 380 76 76, Fax +41 (0)31 380 76 77 tagung@vlp-aspan.ch",Beatenplatz 2 Zürich,"Attachments Programm (PDF, 111 kB) Links www.vlp-aspan.ch",Einführungskurs in die Verkehrsplanung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-364.html,Schweizerische Vereinigung für Landesplanung VLP-ASPAN,2007-03-29,2007,3,29
Point de presse (frühestens um 17:30 Uhr),Mo 26.03.2007 17:30,365.html,,Medienzentrum Bern,,Auslandeinsätze der Schweizer Armee,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-365.html,SiK-N,2007-03-26,2007,3,26
"Die dreitägige Veranstaltung stellt die gesellschaftlichen Probleme des öffentlichen Raums in einen Gesamtzusammenhang. Nahmhafte ExpertInnen aus Wirtschaft, Politik und Wissenschaft führen Wege auf, wie öffentliche Dienste und die Wirtschaft sektorübergreifend planen und Kosten sparend zusammenarbeiten können. Es werden praxisbewährte und neue Kooperationsansätze (wie z.B. PPP), Instrumente und Normen vorgestellt und diskutiert.",Do 12.04.2007 09:00,367.html,"Tel. +41 (0)62 822 40 04, info@future-4-commons.ch",Luzern,"Attachments Tagunsprogramm (PDF, 174 kB) Kongressflyer (PDF, 1 MB) Links www.future-4-commons.ch","Sauberkeit, Sicherheit und Sozialraum-Qualität",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-367.html,Verein Future for the Commons VFC,2007-04-12,2007,4,12
Point de presse,Di 27.03.2007 17:00,369.html,,Medienzentrum Bern,,Armeeorganisation,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-369.html,SiK-N,2007-03-27,2007,3,27
"Dreitägiger Kurs (jeweils 8., 15. und 22.3.2007). Dieser Kurs ist an Personen gerichtet, die mit Raumplanungsfragen zu tun haben, mit ihrem Tätigkeitsgebiet aber noch wenig vertraut sind. Geeignet ist er auch für neu gewählte Gemeinderatsmitglieder oder Mitglieder von Bau- und Planungskommissionen.",Do 22.03.2007,370.html,"Tel. +41 (0)31 380 76 76, Fax +41 (0)31 380 76 77 tagung@vlp-aspan.ch",Zofingen,Links VLP-ASPAN,Einführungskurs in die Raumplanung (3. Teil),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-370.html,Schweizerische Vereinigung für Landesplanung VLP-ASPAN,2007-03-22,2007,3,22
"AlpenForum 2007 Das Hauptziel des AlpenForums 2007 besteht darin, zu einem gemeinsamen Verständnis der Dynamik von Gebirgslandschaften zu gelangen und umsetzbare Ideen zu entwickeln.",Mi 18.04.2007 12:45,374.html,"Tel. +41 (0) 318 70 18, Fax +41 (0)31 312 16 78 iscar@scnat.ch",Engelberg,Links AlpenForum 2007,Landscape Development in Mountain Regions (18. - 21.04.2007),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-374.html,Interakademische Kommission Alpenforschung ICAS,2007-04-18,2007,4,18
Internationale Konferenz zur Messung der administrativen Belastung (Standard-Kosten-Modell),Di 29.05.2007 13:00 - 17:30,375.html,"Rita Baldegger, Leiterin Kommunikation SECO, Tel. 031 323 37 90",Bundesgasse 3 3003 Bern,"Attachments Konferenzprogramm (PDF, 687 kB) Anmeldung (Administrative Entlastung für Unternehmen) (PDF, 21 kB)",Administrative Entlastung für Unternehmen,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-375.html,Staatssekretariat für Wirtschaft,2007-05-29,2007,5,29
"3-tägiger Kurs (jeweils 8., 15. und 22.3.2007). Dieser Kurs ist an Personen gerichtet, die mit Raumplanungsfragen zu tun haben, mit ihrem Tätigkeitsgebiet aber noch wenig vertraut sind. Geeignet ist er auch für neu gewählte Gemeinderatsmitglieder oder Mitglieder von Bau- und Planungskommissionen.",Do 15.03.2007,378.html,Schweizerische Vereinigung für Landesplanung VLP-ASPAN,Zofingen AG,,Einführungskurs in die Raumplanung (2. Teil),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-378.html,Bundesamt für Raumentwicklung (ARE),2007-03-15,2007,3,15
,Sa 24.03.2007,379.html,"Claudine Godat, Porte-parole/Mediensprecherin, PS Suisse/SP Schweiz, Tel. 031 329 69 82",Liceo cantonale Locarno,,Zukunftsgipfel und Delegiertenversammlung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-379.html,SP Schweiz,2007-03-24,2007,3,24
Medienkonferenz,Mo 23.04.2007 10:30,380.html,"Ewald Ackermann, SGB, Tel. 031 377 01 09",Hotel Bern Bern,,Gesundheitspolitik,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-380.html,SGB/VPOD/SBK,2007-04-23,2007,4,23
Medienkonferenz,Do 26.04.2007 09:00,381.html,"Ewald Ackermann, SGB, Tel. 031 377 01 09",Hotel Bern Bern,,Temporärarbeit / 1. Mai,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-381.html,Schweizerischer Gewerkschaftsbund SGB,2007-04-26,2007,4,26
Medienkonferenz,Do 29.03.2007 09:15,384.html,Jean-Yves Gentil 031 329 69 86 / Claudine Godat 079 789 04 89,Medienzentrum 3003 Bern,,Steuerpolitik,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-384.html,SP Schweiz,2007-03-29,2007,3,29
,Di 27.03.2007,385.html,"tel. +41 (0)91 935 13 91, fax +41 (0)91 935 13 99, aspan@bluewin.ch",Trevano,Links Aspan Sezione Ticino,Esempi e nuovi modelli operativi,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-385.html,ASPAN-Ticino,2007-03-27,2007,3,27
,Mo 26.03.2007 14:30 - 15:30,386.html,"Roman Jäggi, SVP-Pressesprecher",Medienzentrum Bundeshaus 3003 Bern,,IV-Finanzierung: Eine Auslegeordnung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-386.html,SVP Schweiz,2007-03-26,2007,3,26
