 0,Title,Address,Date,Description,Contact,Organisator,URL,New_Date,Year,Month,Day
304,Schweizer Teilnahme an der Weltausstellung Expo 2008 in Zaragoza,Medienzentrum Bern,So 31.12.2006 14:00 - 15:30,Keine Beschreibung,"Mirjam Matti, Kommunikation Präsenz Schweiz, Tel. 031 325 07 46",Präsenz Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-304.html,2006-12-31,2006,12,31
305,Point de presse,Medienzentrum Bern,Fr 16.02.2007 13:00,Themen: Patentrecht; Opferhilfegesetz; Zivilprozessordnung,Kein Kontakt,RK/CAJ,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-305.html,2007-02-16,2007,2,16
306,Arbeitsbedingungen in der Schweiz,Medienzentrum Bern,Di 03.04.2007 10:00 - 11:30,"Medienkonferenz zum Thema: Europäische Umfrage über die Arbeitsbedingungen - erster Überblick aus Sicht der Schweiz (sog. ""Dublin-Studie"")","Rita Baldegger, Leiterin Kommunikation SECO, Tel. 031 323 37 90",Staatssekretariat für Wirtschaft,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-306.html,2007-04-03,2007,4,3
308,Jahresmedienkonferenz,Hauptbahnhof Zürich Zürich,Fr 25.05.2007 10:00 - 13:00,Keine Beschreibung,"Patrick Jecklin, Leiter Kommunikation BPV, Tel. 031 325 01 65",Bundesamt für Privatversicherungen,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-308.html,2007-05-25,2007,5,25
309,Innovationsschutz: Schub oder Bremse für Wachstum und Wohlstand?,Hotel Bellevue Palace Bern,Di 13.03.2007 19:00 - 20:30,"Podiumsveranstaltung der Kantone Basel-Stadt, Basel-Landschaft, Bern, Neuenburg, Genf und Jura","Staatskanzlei Basel-Stadt, Tel. 061 267 86 54, E-Mail: info@bs.ch",Regierungsrat des Kantons Basel-Stadt,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-309.html,2007-03-13,2007,3,13
313,Auf dem Weg nach Zaragoza,Medienzentrum Bern,Mi 14.03.2007 14:00 - 15:30,Auf dem Weg nach Zaragoza: Die Schweiz im Zusammenhang mit dem America's Cup in Valencia und an der Weltausstellung Expo Zaragoza 2008,"Mirjam Matti, Kommunikation Präsenz Schweiz, Tel. 031 325 07 46",Präsenz Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-313.html,2007-03-14,2007,3,14
315,Projekt Raum- und Regionalentwicklung Gotthard (PREGO),Medienzentrum Bern,Mo 26.02.2007 10:00 - 11:45,Mediengespräch: Präsentation des PREGO-Berichtes an den Bundesrat,"Tobias Koenen, Lacher-Dumas Communications AG, Tel. direkt 044 386 40 56, mailto:prego@lacher-dumas.com",PREGO,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-315.html,2007-02-26,2007,2,26
317,"""Bundesplatz 3 - Die Ausstellung zu den Wahlen 2007""",Käfigturm Bern,Mo 19.03.2007 09:00 - 11:00,"Rundgang für die Medien; Nationalratspräsidentin Christine Egerszegi und Ständeratspräsident Peter Bieri führen durch die Ausstellung ""Bundesplatz 3""","Andreas Blaser, Parlamentsdienste, Tel. 031 322 97 20; Andreas Schilter, Polit-Forum des Bundes, Tel. 031 322 27 84",Parlamentsdienste und Polit-Forum des Bundes,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-317.html,2007-03-19,2007,3,19
318,Warum Frauen SP wählen,Medienzentrum Bern,Di 06.03.2007 14:00 - 15:00,Medienkonferenz,"Claudine Godat, Mediensprecherin SP Schweiz, Tel. 031 329 69 82",SP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-318.html,2007-03-06,2007,3,6
319,Jungparteien zur Energiezukunft der Schweiz,Käfigturm - Polit-Forum des Bundes Bern,Fr 23.02.2007 11:00,Gemeinsame Stellungnahme der Jungparteien zum Bau von Gaskraftwerken / Vorstellungen der Jungparteien über die Energiezukunft Schweiz; Junge CVP Schweiz / Jungfreisinnige Schweiz / Junge Grüne Schweiz / Junge SVP Schweiz / Jungsozialist/innen Schweiz,"Pascal Kalbermatten, Junge CVP Schweiz, Tel. 078 749 09 17",Jungparteien,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-319.html,2007-02-23,2007,2,23
320,"Prämierung Wettbewerb ""echos - Volkskultur für morgen""",Käfigturm - Polit-Forum des Bundes Bern,Di 03.04.2007 14:00 - 15:30,Medienkonferenz,"Sabina Schwarzenbach, Kommunikation Pro Helvetia, 044 267 71 39",Pro Helvetia,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-320.html,2007-04-03,2007,4,3
322,10 Jahre Museumspass,"Kunstmuseum Bern, Hodlerstrasse 12 Bern",Di 13.03.2007 14:00 - 15:00,Presseinformation,"Theo Wyler, Schweizer Museumspass, Tel. 044 389 84 56; Bei kurzfristigen Anmeldungen: Thomas Bürgisser, Schweizer Museumspass, Tel. 078 871 49 37",Schweizer Museumspass,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-322.html,2007-03-13,2007,3,13
324,IWF: Artikel-IV-Konsultation,Bernerhof Bern,Mo 05.03.2007 10:30,Medienkonferenz,"Dieter Leutwyler, Pressesprecher EFD, 031 322 60 33",Eidgenössisches Finanzdepartement,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-324.html,2007-03-05,2007,3,5
325,Medienkonferenz der ComCom,"Hotel Widder, Rennweg 7 Zürich",Do 22.03.2007 09:30,Entbündelung der letzten Meile; Erneuerung der GSM-Konzessionen; Konsumentenschutz bei telefonischem Anbieterwechsel (Preselection),"Peter Bär, Kommissionssekretär, Tel. 031 323 52 90, peter.baer@comcom.admin.ch",Eidgenössische Kommunikationskommission ComCom,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-325.html,2007-03-22,2007,3,22
326,Medienkonferenz der ComCom,"Hôtel Lausanne Palace, Grand Chêne 7-9 Lausanne",Do 22.03.2007 14:30,(In französischer Sprache. Medienkonferenz auf Deutsch findet um 09.30 Uhr in Zürich statt.),"Peter Bär, Secrétaire de la commission, tél. 031 323 52 90, peter.baer@comcom.admin.ch",Eidgenössische Kommunikationskommission ComCom,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-326.html,2007-03-22,2007,3,22
327,Preisbekanntgabeverordnung,Medienzentrum Bern,Fr 27.04.2007 10:00 - 11:30,"Medienkonferenz Preisbekanntgabeverordnung und Präsentation der neuen Broschüre ""Wegleitung für die Praxis""","Rita Baldegger, Leiterin Kommunikation SECO, Tel. 031 323 37 90",Staatssekretariat für Wirtschaft,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-327.html,2007-04-27,2007,4,27
330,Veröffentlichung von Bd. 21 der Diplomatischen Dokumente der Schweiz (DDS),Medienzentrum Bern,Mo 26.03.2007 11:00 - 12:00,"Die DDS sind ein Gemeinschaftswerk des Bundesarchivs und des Eidg. Departements für auswärtige Angelegenheiten sowie der Schweizerischen Akademie für Geistes- und Sozialwissenschaften. In den DDS werden relevante Dokumente der jüngeren Schweizer Aussenpolitik publiziert und kommentiert. Leitung: Prof. Dr. Hans-Ulrich Jost, Universität Lausanne","Dr. Beat Immenhauser, Wissenschaftlicher Mitarbeiter SAGW, Tel. 031 313 14 40",BAR/EDA/SAGW,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-330.html,2007-03-26,2007,3,26
331,Nationales Sicherheitskonzept Schweiz für die UEFA EURO 2008,Medienzentrum Bern,Fr 30.03.2007 09:30 - 11:00,Medienkonferenz mit Herrn Bundesrat Samuel Schmid,"Christoph Neuhaus, Kommunikationsverantwortlicher, Projektorganisation Öffentliche Hand UEFA EURO 08, Tel. 031 325 88 41","Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-331.html,2007-03-30,2007,3,30
333,Wirtschaft boomt: Jetzt müssen die Löhne rauf!,Hotel Kreuz Bern,Di 20.03.2007 14:00 - 15:00,Medienkonferenz,"Hans Hartmann, Co-Leiter Abteilung Kommunikation und Kampagnen, Unia Zentralsekretariat, Tel. 031 350 23 72",Gewerkschaft UNIA,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-333.html,2007-03-20,2007,3,20
335,Gesundheitskompetenz,Käfigturm - Polit-Forum des Bundes Bern,Fr 04.05.2007 10:15 - 11:30 Abgesagt,Pressekonferenz; Details folgen,"Alexander Rödiger, Merck Sharp&Dohme-Chibret AG (MSD), Tel. 044 828 71 11",Gesundheitsförderung Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-335.html,2007-05-04,2007,5,4
336,Delegiertenversammlung,Winterthur,Sa 31.03.2007 10:15,Keine Beschreibung,"Christian Weber, Pressechef FDP Schweiz, Tel. 031 320 35 35",FDP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-336.html,2007-03-31,2007,3,31
337,Position der CVP Schweiz zum Cassis-de-Dijon-Prinzip,Medienzentrum Bern,Mo 12.03.2007 11:30 - 12:00,Medienkonferenz,"Marianne Binder, CVP Schweiz, 079 686 01 31",CVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-337.html,2007-03-12,2007,3,12
348,Volksabstimmung vom 17. Juni 2007,Medienzentrum Bern,Mo 19.03.2007 10:00 - 11:00,"Änderung des Bundesgesetztes über die Invalidenversicherung: 5. IV-Revision; Medienkonferenz mit Bundesrat Pascal Couchepin, Yves Rossier (Direktor des Bundesamtes für Sozialversicherungen BSV) und Alard du Bois-Reymond (Vizedirektor BSV)","Jean-Marc Crevoisier, Kommunikationschef EDI, Tel. 031 322 80 16",Eidgenössisches Departement des Innern (EDI),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-348.html,2007-03-19,2007,3,19
349,Präsentation des Rüstungsprogramms 2007,Waffenplatz Thun Thun,Di 27.03.2007 10:00 - 12:30,Keine Beschreibung,"Jean-Blaise Defago, Chef Kommunikation VBS, Tel. 031 324 50 82","Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-349.html,2007-03-27,2007,3,27
350,Medienkonferenz,Medienzentrum Bern,Di 29.05.2007 10:15 - 11:15,"Landnutzung und biologische Vielfalt in den Alpen: Fakten, Perspektiven, Empfehlungen (NFP 48)","Monika Risse, Presse- und Informationsdienst SNF, Tel. 031 308 23 74, mailto:mrisse-aebi@snf.ch",Schweizerischer Nationalfonds (SNF),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-350.html,2007-05-29,2007,5,29
353,SBB Bilanz 2006,"Swissôtel Zürich, Am Marktplatz Oerlikon; Schulstrasse 44 8050 Zürich",Mi 04.04.2007 09:30,"Bilanzmedienkonferenz mit: Thierry Lalive d'Epinay, Präsident des Verwaltungsrates; Andreas Meyer, CEO; Claude Alain Dulex, Leiter Finanzen","Danni Härry, Pressechef SBB, Tel. 051 220 41 11",Schweizerische Bundesbahnen SBB,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-353.html,2007-04-04,2007,4,4
354,Jahreskongress,1875 Morgins,Sa 17.03.2007,"Jahreskongress in Morgins (Wallis), Samstag/Sonntag, 17./18. März 2007",Kein Kontakt,Jungfreisinnige Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-354.html,2007-03-17,2007,3,17
355,Mediengespräch,"Bundesamt für Kommunikation, Zukunftstrasse 44; Office fédéral de la communication, Rue de l'Avenir 44 2501 Biel-Bienne",Mi 11.07.2007,Neuordnung der privaten Radio- und TV-Landschaft: Versorgungsgebiete und Leistungsaufträge; Wie weiter bei der Öffnung der letzten Meile? Stand des Telekommunikationsmarktes Schweiz,"Pressestelle BAKOM, Tel. 032 327 55 50, mailto:media@bakom.admin.ch; Service de presse OFCOM, tél. 032 327 55 50, mailto:media@bakom.admin.ch",Bundesamt für Kommunikation,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-355.html,2007-07-11,2007,7,11
357,Point de presse,Medienzentrum Bern,Di 20.03.2007 16:00,Keine Beschreibung,"Informationsdienst EFD, 031 322 60 33",Eidgenössisches Finanzdepartement,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-357.html,2007-03-20,2007,3,20
360,Einführungskurs in die Raumplanung (3. Teil),Zofingen AG,Mi 01.11.2006,"3-tägiger Kurs (jeweils 8., 15. und 22.3.2007). Dieser Kurs ist an Personen gerichtet, die mit Raumplanungsfragen zu tun haben, mit ihrem Tätigkeitsgebiet aber noch wenig vertraut sind. Geeignet ist er auch für neu gewählte Gemeinderatsmitglieder oder Mitglieder von Bau- und Planungskommissionen.","Schweizerische Vereinigung für Landesplanung VLP-ASPAN, Seilerstrasse 22, 3011 Bern, Tel. +41 (0)31 380 76 76, Fax +41 (0)31 380 76 77, E-Mail: tagung@vlp-aspan.ch",Schweizerische Vereinigung für Landesplanung VLP-ASPAN,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-360.html,2006-11-01,2006,11,1
361,Revalorisation des centres des localités,Delémont,Mi 21.03.2007,"Lors de cette journée d'étude, la revalorisation des centres des localités et des quartiers doit faire l'objet d'une approche globale. Il sera démontré aux communes qu'elles n'arriveront à des résultats satisfaisants que si elles ont recours à un concept général dans lequel est intégré l'aspect planificateur, architectonique, économique, mais aussi celui touchant à la société et à la protection des sites construits. Avant d'agir, une commune doit avant tout réfléchir à ce qu'elle veut dans son centre et à quoi devra ressembler ce dernier à l'avenir.","Association suisse pour l'aménagement national VLP-ASPAN, Seilerstrasse 22, 3011 Berne, tél. +41 (0)31 380 76 76, fax +41 (0)31 380 76 77, E-mail: journee@vlp-aspan.ch",Association suisse pour l'aménagement national VLP-ASPAN,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-361.html,2007-03-21,2007,3,21
362,Workshop «Der Sektor Wald in der Regionalpolitik - Optionen für eine nachhaltige Entwicklung im Alpenraum»,Brig,Do 29.03.2007 08:45 - 16:30,"Der Workshop findet im Rahmen des CIPRA-Projekts «Zukunft in den Alpen» gemeinsam mit «Fortbildung Wald und Landschaft» statt. Die Veranstaltung will Wissen, Erfahrungen und Instrumente für die optimale und wirkungsvolle Einbringung von Wald und Holz in die regionalen Kreisläufe vermitteln.",Kein Kontakt,"CIPRA, Fortbildung Wald und Landschaft",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-362.html,2007-03-29,2007,3,29
364,Einführungskurs in die Verkehrsplanung,Beatenplatz 2 Zürich,Do 29.03.2007 09:15 - 16:45,Die eintägige Einführung in die Verkehrsplanung wird als Ergänzung zu den Einführungskursen in die Raumplanung konzipiert und in Zusammenarbeit mit der Vereinigung Schweizerischer Verkehrsingenieure SVI durchgeführt. Anmeldeschluss: 8. März 2007,"Tel. +41 (0)31 380 76 76, Fax +41 (0)31 380 76 77; tagung@vlp-aspan.ch",Schweizerische Vereinigung für Landesplanung VLP-ASPAN,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-364.html,2007-03-29,2007,3,29
365,Auslandeinsätze der Schweizer Armee,Medienzentrum Bern,Mo 26.03.2007 17:30,Point de presse (frühestens um 17:30 Uhr),Kein Kontakt,SiK-N,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-365.html,2007-03-26,2007,3,26
367,"Sauberkeit, Sicherheit und Sozialraum-Qualität",Luzern,Do 12.04.2007 09:00,"Die dreitägige Veranstaltung stellt die gesellschaftlichen Probleme des öffentlichen Raums in einen Gesamtzusammenhang. Nahmhafte ExpertInnen aus Wirtschaft, Politik und Wissenschaft führen Wege auf, wie öffentliche Dienste und die Wirtschaft sektorübergreifend planen und Kosten sparend zusammenarbeiten können. Es werden praxisbewährte und neue Kooperationsansätze (wie z.B. PPP), Instrumente und Normen vorgestellt und diskutiert.","Tel. +41 (0)62 822 40 04, info@future-4-commons.ch",Verein Future for the Commons VFC,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-367.html,2007-04-12,2007,4,12
369,Armeeorganisation,Medienzentrum Bern,Di 27.03.2007 17:00,Point de presse,Kein Kontakt,SiK-N,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-369.html,2007-03-27,2007,3,27
370,Einführungskurs in die Raumplanung (3. Teil),Zofingen,Do 22.03.2007,"Dreitägiger Kurs (jeweils 8., 15. und 22.3.2007). Dieser Kurs ist an Personen gerichtet, die mit Raumplanungsfragen zu tun haben, mit ihrem Tätigkeitsgebiet aber noch wenig vertraut sind. Geeignet ist er auch für neu gewählte Gemeinderatsmitglieder oder Mitglieder von Bau- und Planungskommissionen.","Tel. +41 (0)31 380 76 76, Fax +41 (0)31 380 76 77; tagung@vlp-aspan.ch",Schweizerische Vereinigung für Landesplanung VLP-ASPAN,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-370.html,2007-03-22,2007,3,22
374,Landscape Development in Mountain Regions (18. - 21.04.2007),Engelberg,Mi 18.04.2007 12:45,"AlpenForum 2007; Das Hauptziel des AlpenForums 2007 besteht darin, zu einem gemeinsamen Verständnis der Dynamik von Gebirgslandschaften zu gelangen und umsetzbare Ideen zu entwickeln.","Tel. +41 (0) 318 70 18, Fax +41 (0)31 312 16 78; iscar@scnat.ch",Interakademische Kommission Alpenforschung ICAS,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-374.html,2007-04-18,2007,4,18
375,Administrative Entlastung für Unternehmen,Bundesgasse 3 3003 Bern,Di 29.05.2007 13:00 - 17:30,Internationale Konferenz zur Messung der administrativen Belastung (Standard-Kosten-Modell),"Rita Baldegger, Leiterin Kommunikation SECO, Tel. 031 323 37 90",Staatssekretariat für Wirtschaft,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-375.html,2007-05-29,2007,5,29
378,Einführungskurs in die Raumplanung (2. Teil),Zofingen AG,Do 15.03.2007,"3-tägiger Kurs (jeweils 8., 15. und 22.3.2007). Dieser Kurs ist an Personen gerichtet, die mit Raumplanungsfragen zu tun haben, mit ihrem Tätigkeitsgebiet aber noch wenig vertraut sind. Geeignet ist er auch für neu gewählte Gemeinderatsmitglieder oder Mitglieder von Bau- und Planungskommissionen.",Schweizerische Vereinigung für Landesplanung VLP-ASPAN,Bundesamt für Raumentwicklung (ARE),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-378.html,2007-03-15,2007,3,15
379,Zukunftsgipfel und Delegiertenversammlung,Liceo cantonale Locarno,Sa 24.03.2007,Keine Beschreibung,"Claudine Godat, Porte-parole/Mediensprecherin, PS Suisse/SP Schweiz, Tel. 031 329 69 82",SP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-379.html,2007-03-24,2007,3,24
380,Gesundheitspolitik,Hotel Bern Bern,Mo 23.04.2007 10:30,Medienkonferenz,"Ewald Ackermann, SGB, Tel. 031 377 01 09",SGB/VPOD/SBK,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-380.html,2007-04-23,2007,4,23
381,Temporärarbeit / 1. Mai,Hotel Bern Bern,Do 26.04.2007 09:00,Medienkonferenz,"Ewald Ackermann, SGB, Tel. 031 377 01 09",Schweizerischer Gewerkschaftsbund SGB,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-381.html,2007-04-26,2007,4,26
384,Steuerpolitik,Medienzentrum 3003 Bern,Do 29.03.2007 09:15,Medienkonferenz,Jean-Yves Gentil 031 329 69 86 / Claudine Godat 079 789 04 89,SP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-384.html,2007-03-29,2007,3,29
385,Esempi e nuovi modelli operativi,Trevano,Di 27.03.2007,Keine Beschreibung,"tel. +41 (0)91 935 13 91, fax +41 (0)91 935 13 99, aspan@bluewin.ch",ASPAN-Ticino,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-385.html,2007-03-27,2007,3,27
386,IV-Finanzierung: Eine Auslegeordnung,Medienzentrum Bundeshaus 3003 Bern,Mo 26.03.2007 14:30 - 15:30,Keine Beschreibung,"Roman Jäggi, SVP-Pressesprecher",SVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-386.html,2007-03-26,2007,3,26
387,"Uebergabe Petition ""DJ Bobo""",Medienzentrum Bern,Di 27.03.2007 14:15 - 14:30,Medienkonferenz,"NR Christian Waber, EDU, Tel. 079 411 00 30",EDU,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-387.html,2007-03-27,2007,3,27
388,Europapolitische Standortbestimmung der Kantone,Medienzentrum Bern,Di 10.04.2007 15:00 - 16:00,Medienkonferenz,"Roland Mayer, Bereichsleiter Aussenpolitik KdK, Tel. 031 320 30 12",Konferenz der Kantonsregierungen (KdK),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-388.html,2007-04-10,2007,4,10
389,"Steuern: Einfach, transparent und gerecht!",Medienzentrum Bern,Do 12.04.2007 14:00,Medienkonferenz,"Christian Weber, Pressechef FDP Schweiz, 031 320 35 35",FDP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-389.html,2007-04-12,2007,4,12
390,Telefon-Medienkonferenz,Medienzentrum Bern,Fr 30.03.2007 12:30,Uebertragung der Pressekonferenz der WAK-S aus Schaffhausen. Themen: Finanzmarktaufsichtsgesetz und Agrarpolitik 2011,Kein Kontakt,WAK-S,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-390.html,2007-03-30,2007,3,30
